"maintenance_id","event","total_cost","service","labor_hours"
"MAINT00002647","Engine",2026.19,"Scheduled Engine",6.8
"MAINT00002648","Transmission",2224.35,"Scheduled Transmission",1.0
"MAINT00002649","Repair",3473.82,"Emergency Repair",6.5
"MAINT00002650","Brake",1625.27,"Scheduled Brake",5.8
"MAINT00002651","Tire",2246.11,"Emergency Tire",1.4
"MAINT00002652","Repair",1640.08,"Routine Repair",4.3
"MAINT00002653","Inspection",739.57,"Emergency Inspection",5.8
"MAINT00002654","Repair",1365.54,"Routine Repair",0.8
"MAINT00002655","Inspection",284.05,"Routine Inspection",1.8
"MAINT00002656","Inspection",285.77,"Emergency Inspection",2.3
"MAINT00002657","Preventive",2094.20,"Routine Preventive",0.9
"MAINT00002658","Engine",2689.54,"Routine Engine",4.3
"MAINT00002659","Repair",2737.79,"Routine Repair",4.8
"MAINT00002660","Brake",704.02,"Scheduled Brake",3.7
"MAINT00002661","Engine",2938.67,"Routine Engine",2.2
"MAINT00002662","Tire",1875.59,"Scheduled Tire",7.2
"MAINT00002663","Repair",2645.63,"Routine Repair",1.1
"MAINT00002664","Preventive",2828.31,"Scheduled Preventive",2.5
"MAINT00002665","Brake",1604.68,"Scheduled Brake",2.5
"MAINT00002666","Preventive",1842.96,"Routine Preventive",5.4
"MAINT00002667","Tire",3942.88,"Scheduled Tire",5.4
"MAINT00002668","Engine",806.89,"Routine Engine",7.6
"MAINT00002669","Repair",2946.94,"Scheduled Repair",2.0
"MAINT00002670","Preventive",2908.09,"Routine Preventive",3.9
"MAINT00002671","Brake",3938.27,"Scheduled Brake",5.9
"MAINT00002672","Engine",3284.34,"Routine Engine",6.1
"MAINT00002673","Transmission",858.81,"Routine Transmission",2.4
"MAINT00002674","Brake",1288.83,"Routine Brake",6.7
"MAINT00002675","Tire",3846.23,"Routine Tire",3.9
"MAINT00002676","Repair",1620.53,"Scheduled Repair",2.5
"MAINT00002677","Preventive",1809.87,"Scheduled Preventive",3.2
"MAINT00002678","Transmission",1020.37,"Routine Transmission",2.2
"MAINT00002680","Preventive",2223.70,"Emergency Preventive",3.0
"MAINT00002681","Preventive",2411.51,"Scheduled Preventive",5.0
"MAINT00002682","Tire",3547.88,"Emergency Tire",6.6
"MAINT00002683","Brake",858.30,"Scheduled Brake",4.6
"MAINT00002684","Tire",536.50,"Scheduled Tire",4.3
"MAINT00002685","Transmission",1918.19,"Routine Transmission",5.2
"MAINT00002686","Engine",2663.93,"Routine Engine",3.7
"MAINT00002687","Repair",2541.35,"Routine Repair",3.0
"MAINT00002688","Transmission",573.77,"Emergency Transmission",4.9
"MAINT00002689","Brake",1355.27,"Scheduled Brake",0.6
"MAINT00002690","Repair",1383.56,"Routine Repair",6.2
"MAINT00002691","Transmission",1219.20,"Routine Transmission",2.1
"MAINT00002692","Engine",1105.48,"Emergency Engine",1.8
"MAINT00002693","Inspection",711.03,"Routine Inspection",5.9
"MAINT00002694","Repair",1881.12,"Routine Repair",1.3
"MAINT00002695","Brake",2316.63,"Routine Brake",1.5
"MAINT00002696","Brake",1804.75,"Scheduled Brake",7.2
"MAINT00002697","Brake",442.70,"Emergency Brake",3.1
"MAINT00002698","Preventive",2578.07,"Routine Preventive",7.6
"MAINT00002699","Engine",2626.45,"Emergency Engine",3.1
"MAINT00002700","Brake",1738.76,"Emergency Brake",3.8
"MAINT00002701","Repair",3648.79,"Emergency Repair",5.2
"MAINT00002702","Preventive",2803.18,"Scheduled Preventive",5.8
"MAINT00002703","Tire",4219.66,"Emergency Tire",7.6
"MAINT00002704","Tire",3436.02,"Emergency Tire",5.6
"MAINT00002705","Engine",3493.65,"Routine Engine",2.5
"MAINT00002706","Transmission",1753.57,"Routine Transmission",1.0
"MAINT00002707","Tire",3902.06,"Scheduled Tire",7.7
"MAINT00002708","Repair",727.74,"Emergency Repair",7.9
"MAINT00002709","Engine",3223.44,"Emergency Engine",4.5
"MAINT00002710","Inspection",852.60,"Scheduled Inspection",7.2
"MAINT00002711","Repair",3042.73,"Scheduled Repair",6.1
"MAINT00002712","Preventive",614.20,"Routine Preventive",0.5
"MAINT00002713","Repair",1606.52,"Routine Repair",3.1
"MAINT00002714","Preventive",864.17,"Routine Preventive",4.5
"MAINT00002715","Transmission",3801.68,"Routine Transmission",3.0
"MAINT00002716","Repair",2848.35,"Emergency Repair",1.0
"MAINT00002717","Inspection",651.78,"Emergency Inspection",6.4
"MAINT00002718","Preventive",2384.90,"Emergency Preventive",3.7
"MAINT00002719","Engine",2643.09,"Scheduled Engine",4.6
"MAINT00002720","Transmission",3538.38,"Scheduled Transmission",3.6
"MAINT00002721","Inspection",397.25,"Emergency Inspection",2.8
"MAINT00002722","Brake",3257.09,"Scheduled Brake",6.4
"MAINT00002723","Repair",2750.42,"Emergency Repair",7.5
"MAINT00002724","Brake",3427.80,"Emergency Brake",4.7
"MAINT00002725","Inspection",405.17,"Emergency Inspection",3.9
"MAINT00002726","Tire",2003.03,"Emergency Tire",5.9
"MAINT00002727","Preventive",1078.47,"Scheduled Preventive",6.1
"MAINT00002728","Inspection",940.35,"Scheduled Inspection",7.2
"MAINT00002729","Tire",252.14,"Routine Tire",0.9
"MAINT00002730","Inspection",204.65,"Emergency Inspection",1.0
"MAINT00002731","Brake",406.71,"Routine Brake",2.1
"MAINT00002732","Brake",2411.76,"Routine Brake",4.1
"MAINT00002733","Preventive",2645.33,"Routine Preventive",4.3
"MAINT00002734","Repair",4137.56,"Routine Repair",6.0
"MAINT00002735","Preventive",2297.36,"Emergency Preventive",8.0
"MAINT00002736","Brake",2565.85,"Scheduled Brake",6.4
"MAINT00002737","Repair",804.92,"Routine Repair",6.4
"MAINT00002738","Repair",162.50,"Routine Repair",0.6
"MAINT00002740","Inspection",245.41,"Emergency Inspection",1.6
"MAINT00002741","Transmission",1532.94,"Emergency Transmission",4.1
"MAINT00002742","Brake",974.43,"Routine Brake",6.1
"MAINT00002743","Tire",1212.62,"Routine Tire",5.6
"MAINT00002744","Inspection",523.75,"Emergency Inspection",4.0
"MAINT00002745","Preventive",970.55,"Routine Preventive",4.5
"MAINT00002746","Tire",3036.54,"Scheduled Tire",0.8
"MAINT00002747","Engine",3355.40,"Scheduled Engine",2.1
"MAINT00002748","Transmission",1165.62,"Routine Transmission",8.0
"MAINT00002749","Preventive",845.11,"Emergency Preventive",4.6
"MAINT00002750","Inspection",464.32,"Routine Inspection",5.3
"MAINT00002751","Repair",3005.88,"Routine Repair",6.2
"MAINT00002752","Inspection",470.83,"Emergency Inspection",2.8
"MAINT00002753","Engine",2917.85,"Routine Engine",0.8
"MAINT00002754","Engine",584.97,"Routine Engine",1.7
"MAINT00002755","Engine",815.88,"Routine Engine",5.9
"MAINT00002756","Transmission",3362.10,"Routine Transmission",2.3
"MAINT00002757","Brake",4151.75,"Routine Brake",7.1
"MAINT00002758","Inspection",629.15,"Routine Inspection",7.0
"MAINT00002759","Transmission",1334.61,"Scheduled Transmission",0.6
"MAINT00002760","Preventive",1127.63,"Emergency Preventive",2.7
"MAINT00002761","Inspection",256.00,"Scheduled Inspection",1.5
"MAINT00002762","Brake",1345.05,"Routine Brake",5.1
"MAINT00002763","Tire",1845.46,"Emergency Tire",1.4
"MAINT00002764","Tire",3882.93,"Scheduled Tire",4.0
"MAINT00002765","Brake",2193.57,"Emergency Brake",5.6
"MAINT00002766","Transmission",412.42,"Scheduled Transmission",1.6
"MAINT00002767","Brake",884.65,"Emergency Brake",4.8
"MAINT00002768","Transmission",2561.96,"Emergency Transmission",3.9
"MAINT00002769","Engine",1104.83,"Routine Engine",1.4
"MAINT00002770","Repair",1199.78,"Scheduled Repair",6.5
"MAINT00002771","Tire",1845.34,"Routine Tire",6.2
"MAINT00002772","Engine",1746.45,"Scheduled Engine",2.9
"MAINT00002773","Repair",1792.43,"Scheduled Repair",1.2
"MAINT00002774","Tire",3383.78,"Scheduled Tire",6.8
"MAINT00002775","Preventive",2848.74,"Routine Preventive",4.1
"MAINT00002776","Repair",3096.03,"Emergency Repair",0.8
"MAINT00002777","Preventive",1411.82,"Routine Preventive",1.1
"MAINT00002778","Preventive",3074.45,"Routine Preventive",2.2
"MAINT00002779","Engine",522.00,"Emergency Engine",1.5
"MAINT00002780","Engine",1510.75,"Scheduled Engine",1.7
"MAINT00002781","Repair",3590.85,"Scheduled Repair",4.2
"MAINT00002782","Transmission",2555.40,"Routine Transmission",4.4
"MAINT00002783","Preventive",2047.03,"Routine Preventive",5.5
"MAINT00002784","Brake",3107.29,"Emergency Brake",2.4
"MAINT00002785","Brake",3620.61,"Emergency Brake",6.6
"MAINT00002786","Inspection",460.44,"Routine Inspection",4.0
"MAINT00002787","Inspection",401.20,"Scheduled Inspection",2.3
"MAINT00002788","Repair",3511.24,"Emergency Repair",7.6
"MAINT00002789","Transmission",3629.85,"Emergency Transmission",6.5
"MAINT00002790","Inspection",474.87,"Scheduled Inspection",3.3
"MAINT00002791","Preventive",2330.26,"Scheduled Preventive",5.4
"MAINT00002792","Repair",774.52,"Scheduled Repair",1.3
"MAINT00002793","Brake",2738.25,"Routine Brake",7.1
"MAINT00002794","Repair",1228.69,"Routine Repair",2.2
"MAINT00002795","Engine",3090.57,"Routine Engine",2.3
"MAINT00002796","Transmission",3649.92,"Routine Transmission",4.1
"MAINT00002797","Transmission",2254.26,"Routine Transmission",5.2
"MAINT00002798","Brake",977.91,"Routine Brake",1.0
"MAINT00002799","Repair",359.93,"Routine Repair",2.6
"MAINT00002800","Inspection",496.98,"Routine Inspection",5.1
"MAINT00002801","Transmission",742.69,"Routine Transmission",5.4
"MAINT00002802","Repair",3610.58,"Emergency Repair",7.9
"MAINT00002803","Brake",2943.36,"Scheduled Brake",4.1
"MAINT00002804","Preventive",390.08,"Scheduled Preventive",1.7
"MAINT00002805","Inspection",236.88,"Scheduled Inspection",1.5
"MAINT00002806","Preventive",2014.35,"Scheduled Preventive",6.1
"MAINT00002807","Preventive",429.53,"Routine Preventive",1.3
"MAINT00002808","Transmission",1706.51,"Emergency Transmission",0.8
"MAINT00002809","Engine",1228.00,"Emergency Engine",2.6
"MAINT00002810","Repair",969.91,"Scheduled Repair",6.3
"MAINT00002811","Preventive",1691.98,"Routine Preventive",4.7
"MAINT00002812","Preventive",1205.41,"Scheduled Preventive",7.0
"MAINT00002813","Tire",2752.44,"Emergency Tire",5.6
"MAINT00002814","Tire",2444.43,"Routine Tire",3.0
"MAINT00002815","Brake",1854.95,"Scheduled Brake",4.9
"MAINT00002816","Tire",1676.20,"Scheduled Tire",2.3
"MAINT00002817","Tire",995.16,"Routine Tire",1.5
"MAINT00002818","Engine",1456.37,"Emergency Engine",0.7
"MAINT00002819","Repair",2504.76,"Emergency Repair",6.5
"MAINT00002820","Transmission",3464.68,"Emergency Transmission",5.5
"MAINT00002821","Preventive",3143.96,"Emergency Preventive",2.2
"MAINT00002822","Transmission",433.31,"Scheduled Transmission",1.2
"MAINT00002823","Tire",2307.09,"Routine Tire",4.2
"MAINT00002824","Repair",907.25,"Emergency Repair",0.6
"MAINT00002825","Engine",3529.42,"Routine Engine",1.3
"MAINT00002826","Repair",3902.14,"Emergency Repair",6.5
"MAINT00002827","Engine",3675.32,"Routine Engine",6.0
"MAINT00002828","Inspection",159.04,"Routine Inspection",1.3
"MAINT00002829","Inspection",432.66,"Scheduled Inspection",4.1
"MAINT00002830","Engine",2853.41,"Emergency Engine",0.7
"MAINT00002831","Preventive",3443.13,"Routine Preventive",2.2
"MAINT00002832","Preventive",3755.05,"Scheduled Preventive",7.9
"MAINT00002833","Tire",3320.33,"Scheduled Tire",6.0
"MAINT00002834","Transmission",3460.07,"Emergency Transmission",6.3
"MAINT00002835","Repair",3555.06,"Routine Repair",1.6
"MAINT00002836","Repair",924.67,"Emergency Repair",4.4
"MAINT00002837","Tire",741.60,"Emergency Tire",3.5
"MAINT00002838","Preventive",3647.75,"Routine Preventive",6.1
"MAINT00002839","Preventive",2487.55,"Scheduled Preventive",6.5
"MAINT00002840","Inspection",315.09,"Scheduled Inspection",2.5
"MAINT00002841","Transmission",3118.37,"Emergency Transmission",4.9
"MAINT00002842","Repair",2319.60,"Emergency Repair",3.6
"MAINT00002843","Preventive",1762.26,"Emergency Preventive",5.5
"MAINT00002844","Brake",1419.90,"Routine Brake",2.9
"MAINT00002845","Transmission",1803.50,"Scheduled Transmission",2.1
"MAINT00002846","Preventive",3553.93,"Scheduled Preventive",7.6
"MAINT00002847","Brake",1527.80,"Scheduled Brake",1.5
"MAINT00002848","Repair",2171.52,"Routine Repair",2.3
"MAINT00002849","Repair",3114.55,"Scheduled Repair",7.2
"MAINT00002850","Transmission",3234.49,"Routine Transmission",3.4
"MAINT00002851","Preventive",1648.81,"Routine Preventive",4.1
"MAINT00002852","Inspection",251.70,"Scheduled Inspection",1.4
"MAINT00002853","Transmission",2710.91,"Scheduled Transmission",6.5
"MAINT00002854","Preventive",1915.23,"Emergency Preventive",6.7
"MAINT00002855","Repair",3187.09,"Emergency Repair",1.5
"MAINT00002856","Brake",3278.32,"Routine Brake",0.8
"MAINT00002857","Brake",2847.89,"Emergency Brake",4.1
"MAINT00002858","Preventive",3350.40,"Routine Preventive",7.2
"MAINT00002859","Repair",2241.80,"Emergency Repair",3.4
"MAINT00002860","Engine",834.86,"Emergency Engine",4.0
"MAINT00002861","Inspection",293.92,"Emergency Inspection",2.9
"MAINT00002862","Brake",1188.97,"Routine Brake",3.5
"MAINT00002863","Tire",1362.09,"Routine Tire",1.9
"MAINT00002864","Preventive",4426.57,"Routine Preventive",7.9
"MAINT00002865","Brake",1663.35,"Scheduled Brake",5.1
"MAINT00002866","Brake",2553.89,"Routine Brake",6.0
"MAINT00002867","Repair",1780.00,"Routine Repair",2.7
"MAINT00002868","Tire",785.06,"Scheduled Tire",1.7
"MAINT00002869","Preventive",998.21,"Routine Preventive",6.1
"MAINT00002870","Tire",1041.01,"Routine Tire",5.0
"MAINT00002871","Brake",1619.21,"Routine Brake",6.6
"MAINT00002872","Engine",2292.45,"Emergency Engine",8.0
"MAINT00002873","Inspection",466.75,"Emergency Inspection",3.5
"MAINT00002874","Transmission",1483.20,"Emergency Transmission",5.1
"MAINT00002875","Inspection",431.00,"Routine Inspection",3.5
"MAINT00002876","Inspection",620.71,"Scheduled Inspection",4.2
"MAINT00002877","Engine",3587.13,"Routine Engine",4.4
"MAINT00002878","Engine",2054.42,"Scheduled Engine",6.3
"MAINT00002879","Engine",2901.83,"Scheduled Engine",4.2
"MAINT00002880","Engine",2931.20,"Scheduled Engine",4.9
"MAINT00002881","Preventive",2661.84,"Scheduled Preventive",0.7
"MAINT00002882","Brake",3047.45,"Scheduled Brake",5.2
"MAINT00002883","Transmission",3059.87,"Routine Transmission",6.0
"MAINT00002884","Tire",1464.98,"Routine Tire",4.0
"MAINT00002885","Inspection",592.27,"Routine Inspection",5.7
"MAINT00002886","Tire",2849.54,"Emergency Tire",3.2
"MAINT00002887","Transmission",3351.52,"Emergency Transmission",6.7
"MAINT00002888","Preventive",2569.74,"Scheduled Preventive",5.6
"MAINT00002889","Engine",1148.44,"Scheduled Engine",2.1
"MAINT00002890","Brake",1721.67,"Routine Brake",3.1
"MAINT00002891","Brake",1299.96,"Scheduled Brake",5.8
"MAINT00002892","Inspection",593.48,"Emergency Inspection",5.6
"MAINT00002893","Engine",3287.28,"Scheduled Engine",5.5
"MAINT00002894","Engine",3563.00,"Emergency Engine",3.7
"MAINT00002895","Preventive",940.71,"Emergency Preventive",5.3
"MAINT00002896","Inspection",432.33,"Routine Inspection",3.3
"MAINT00002897","Brake",3474.86,"Emergency Brake",4.8
"MAINT00002898","Tire",1450.06,"Routine Tire",1.3
"MAINT00002899","Tire",2898.73,"Routine Tire",1.4
"MAINT00002900","Repair",750.60,"Scheduled Repair",2.0
"MAINT00002901","Brake",1002.03,"Routine Brake",4.1
"MAINT00002902","Engine",1693.90,"Scheduled Engine",1.9
"MAINT00002903","Preventive",3370.24,"Routine Preventive",1.1
"MAINT00002904","Brake",1475.18,"Emergency Brake",2.0
"MAINT00002905","Engine",3868.67,"Emergency Engine",6.2
"MAINT00002906","Preventive",946.57,"Scheduled Preventive",2.2
"MAINT00002907","Inspection",801.16,"Scheduled Inspection",6.6
"MAINT00002908","Transmission",3901.89,"Emergency Transmission",3.6
"MAINT00002909","Transmission",2995.69,"Emergency Transmission",2.8
"MAINT00002910","Transmission",2388.64,"Emergency Transmission",4.2
"MAINT00002911","Engine",3343.61,"Routine Engine",7.9
"MAINT00002912","Tire",3394.10,"Scheduled Tire",2.9
"MAINT00002913","Repair",1374.60,"Scheduled Repair",0.5
"MAINT00002914","Engine",3638.92,"Scheduled Engine",7.1
"MAINT00002915","Inspection",409.93,"Routine Inspection",4.1
"MAINT00002916","Inspection",477.94,"Scheduled Inspection",3.9
"MAINT00002917","Preventive",2135.64,"Emergency Preventive",5.8
"MAINT00002918","Repair",653.25,"Scheduled Repair",1.7
"MAINT00002919","Engine",3244.60,"Scheduled Engine",7.1
"MAINT00002920","Tire",3318.09,"Routine Tire",7.7
